,gender,age,race,field_cd,attr,sinc,intel,fun,amb,shar,like,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,match,like_o
4895,0,29.0,2.0,13.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,0,6.0
4896,0,29.0,2.0,13.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,8.0,10.0,0,9.0
4897,0,29.0,2.0,13.0,8.0,3.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0,9.0,7.0,4.0,0,6.0
4898,0,30.0,2.0,9.0,6.0,8.0,8.0,10.0,8.0,6.0,8.0,10.0,10.0,9.0,10.0,9.0,9.0,0,10.0
4899,0,30.0,2.0,9.0,8.0,8.0,8.0,8.0,6.0,8.0,9.0,6.0,8.0,7.0,6.0,6.0,7.0,0,7.0
4900,0,30.0,2.0,9.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,0,8.0
4901,0,30.0,2.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,6.0,6.0,6.0,6.0,0,6.0
4902,0,30.0,2.0,9.0,6.0,8.0,8.0,8.0,7.0,8.0,10.0,5.0,7.0,7.0,4.0,9.0,2.0,0,2.0
4903,0,30.0,2.0,9.0,7.0,9.0,8.0,8.0,7.0,6.0,10.0,9.0,6.0,8.0,7.0,7.0,6.0,0,6.0
4904,0,30.0,2.0,9.0,5.0,7.0,7.0,5.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,0,7.0
4905,0,30.0,2.0,9.0,9.0,8.0,8.0,8.0,8.0,4.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,1,8.0
4906,0,30.0,2.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,4.0,0,5.0
4911,0,29.0,2.0,9.0,7.0,7.0,9.0,6.0,7.0,6.0,8.0,2.0,2.0,5.0,1.0,7.0,1.0,0,1.0
4912,0,29.0,2.0,9.0,6.0,8.0,8.0,6.0,7.0,3.0,7.0,7.0,9.0,8.0,6.0,6.0,6.0,0,6.0
4913,0,29.0,2.0,9.0,3.0,7.0,8.0,6.0,8.0,2.0,4.0,6.0,8.0,7.0,6.0,7.0,6.0,0,7.0
4916,0,22.0,4.0,5.0,3.0,9.0,8.0,4.0,6.0,2.0,4.0,7.0,7.0,8.0,6.0,6.0,6.0,0,5.0
4917,0,22.0,4.0,5.0,8.0,9.0,9.0,8.0,9.0,7.0,8.5,9.0,8.0,7.0,9.0,6.0,7.0,1,9.0
4918,0,22.0,4.0,5.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,0,8.0
4919,0,22.0,4.0,5.0,6.0,7.0,9.0,6.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,0,7.0
4920,0,22.0,4.0,5.0,4.0,9.0,8.0,4.0,7.0,4.0,5.0,6.0,3.0,7.0,6.0,9.0,1.0,0,4.0
4921,0,22.0,4.0,5.0,4.0,8.0,8.0,4.0,6.0,2.0,4.0,10.0,7.0,8.0,8.0,8.0,6.0,0,6.0
4922,0,22.0,4.0,5.0,4.0,9.0,8.0,6.0,8.0,2.0,5.0,7.0,7.0,8.0,7.0,9.0,6.0,0,7.0
4923,0,22.0,4.0,5.0,5.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,0,6.0
4924,0,22.0,4.0,5.0,9.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,0,6.0
4925,0,34.0,2.0,9.0,4.0,8.0,8.0,5.0,6.0,3.0,5.0,4.0,8.0,8.0,6.0,6.0,5.0,0,5.0
4926,0,34.0,2.0,9.0,10.0,8.0,5.0,7.0,5.0,4.0,7.0,3.0,4.0,3.0,2.0,6.0,5.0,0,4.0
4927,0,34.0,2.0,9.0,10.0,8.0,7.0,6.0,6.0,7.0,6.0,5.0,8.0,7.0,7.0,5.0,7.0,0,5.0
4929,0,34.0,2.0,9.0,6.0,7.0,7.0,4.0,6.0,2.0,4.0,2.0,7.0,7.0,5.0,8.0,2.0,0,2.0
4930,0,34.0,2.0,9.0,5.0,7.0,7.0,5.0,4.0,5.0,5.0,8.0,9.0,7.0,6.0,6.0,6.0,0,6.0
4931,0,34.0,2.0,9.0,4.0,8.0,7.0,4.0,7.0,3.0,3.0,6.0,5.0,7.0,5.0,7.0,6.0,0,6.0
4932,0,34.0,2.0,9.0,7.0,7.0,7.0,8.0,6.0,5.0,8.0,4.0,6.0,5.0,3.0,4.0,4.0,0,4.0
4933,0,34.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,8.0,6.0,5.0,6.0,4.0,0,5.0
4935,1,30.0,4.0,3.0,8.0,10.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,1,6.0
4936,1,30.0,4.0,3.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,6.0,5.0,1.0,1,3.0
4937,1,30.0,4.0,3.0,5.0,10.0,9.0,10.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0,5.0,0,5.0
4939,1,30.0,4.0,3.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,10.0,8.0,8.0,8.0,2.0,0,8.0
4940,1,30.0,4.0,3.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,6.0,8.0,8.0,10.0,8.0,6.0,0,8.0
4942,1,30.0,4.0,3.0,7.0,7.0,8.0,6.0,6.0,6.0,5.0,3.0,9.0,8.0,4.0,6.0,2.0,0,4.0
4943,1,30.0,4.0,3.0,4.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,8.0,8.0,5.0,6.0,3.0,0,5.0
4945,1,23.0,2.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,1,7.0
4946,1,23.0,2.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,3.0,6.0,7.0,7.0,6.0,3.0,0,7.0
4947,1,23.0,2.0,8.0,5.0,8.0,7.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,0,7.0
4950,1,23.0,2.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,0,9.0
4952,1,23.0,2.0,8.0,9.0,8.0,7.0,9.0,6.0,7.0,9.0,8.0,9.0,9.0,8.0,9.0,7.0,1,8.5
4953,1,23.0,2.0,8.0,3.0,4.0,3.0,2.0,6.0,5.0,4.0,10.0,8.0,5.0,7.0,5.0,4.0,0,7.0
4955,1,29.0,4.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,0,7.0
4956,1,29.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,8.0,9.0,5.0,2.0,0,7.0
4957,1,29.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,5.0,0,6.0
4958,1,29.0,4.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,6.0,8.0,10.0,9.0,10.0,7.0,6.0,0,8.0
4959,1,29.0,4.0,8.0,9.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,8.0
4960,1,29.0,4.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,0,8.0
4962,1,29.0,4.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,0,6.0
4963,1,29.0,4.0,8.0,5.0,8.0,7.0,7.0,5.0,7.0,5.0,10.0,8.0,7.0,6.0,6.0,7.0,0,6.0
4968,1,24.0,2.0,3.0,4.0,7.0,6.0,6.0,6.0,3.0,4.0,7.0,10.0,10.0,6.0,10.0,6.0,0,7.0
4969,1,24.0,2.0,3.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0,10.0,8.0,8.0,8.0,8.0,0,6.0
4970,1,24.0,2.0,3.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,0,6.0
4972,1,24.0,2.0,3.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,7.0,9.0,6.0,8.0,6.0,0,6.0
4975,1,25.0,3.0,17.0,6.0,5.0,4.0,3.0,4.0,2.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,0,6.0
4976,1,25.0,3.0,17.0,7.0,7.0,6.0,8.0,6.0,8.0,7.0,3.0,7.0,8.0,9.0,6.0,2.0,1,2.0
4977,1,25.0,3.0,17.0,6.0,8.0,8.0,7.0,5.0,6.0,4.0,6.0,7.0,6.0,8.0,5.0,5.0,0,5.0
4979,1,25.0,3.0,17.0,8.0,5.0,7.0,7.0,6.0,5.0,8.0,8.0,8.0,8.0,10.0,8.0,5.0,0,10.0
4980,1,25.0,3.0,17.0,5.0,7.0,7.0,4.0,9.0,2.0,2.0,6.0,8.0,8.0,8.0,7.0,8.0,0,10.0
4981,1,25.0,3.0,17.0,2.0,2.0,5.0,1.0,7.0,1.0,1.0,7.0,7.0,9.0,6.0,7.0,6.0,0,8.0
4982,1,25.0,3.0,17.0,6.0,3.0,7.0,6.0,9.0,1.0,4.0,4.0,9.0,8.0,4.0,7.0,4.0,0,5.0
4983,1,25.0,3.0,17.0,2.0,7.0,7.0,5.0,8.0,2.0,2.0,6.0,7.0,7.0,4.0,6.0,2.0,0,4.0
4985,1,28.0,2.0,5.0,10.0,10.0,9.0,7.0,7.0,8.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,0,6.0
4986,1,28.0,2.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,1.0,7.0,9.0,7.0,6.0,1.0,0,3.0
4987,1,28.0,2.0,5.0,10.0,9.0,9.0,10.0,8.0,9.0,9.0,6.0,8.0,8.0,7.0,7.0,7.0,1,5.0
4988,1,28.0,2.0,5.0,7.0,10.0,9.0,7.0,7.0,7.0,6.0,8.0,10.0,9.0,10.0,9.0,7.0,1,8.0
4989,1,28.0,2.0,5.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,0,8.0
4990,1,28.0,2.0,5.0,9.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,9.0,8.0,8.0,7.0,6.0,0,10.0
4991,1,28.0,2.0,5.0,7.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,3.0,0,7.0
4992,1,28.0,2.0,5.0,10.0,7.0,8.0,8.0,8.0,6.0,6.0,4.0,8.0,8.0,4.0,6.0,2.0,0,4.0
4993,1,28.0,2.0,5.0,8.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,4.0,5.0,0,5.0
4995,1,27.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0,6.0
4996,1,27.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,1.0,7.0,9.0,2.0,5.0,2.0,0,2.0
4997,1,27.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,5.0,7.0,5.0,1,4.0
4999,1,27.0,6.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,3.0,0,8.0
5000,1,27.0,6.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,10.0,5.0,0,5.0
5001,1,27.0,6.0,5.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,0,4.0
5002,1,27.0,6.0,5.0,7.0,7.0,8.0,7.0,9.0,6.0,7.0,4.0,9.0,8.0,6.0,8.0,2.0,0,5.0
5003,1,27.0,6.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,4.0,8.0,7.0,4.0,7.0,3.0,0,3.0
5024,0,23.0,4.0,13.0,4.0,3.0,6.0,3.0,6.0,1.0,5.0,7.0,8.0,9.0,7.0,7.0,1.0,0,7.0
5025,0,23.0,4.0,13.0,6.0,4.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,0,8.0
5026,0,23.0,4.0,13.0,4.0,10.0,8.0,8.0,8.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,0,7.0
5027,0,23.0,4.0,13.0,6.0,10.0,8.0,8.0,8.0,4.0,6.0,8.0,9.0,8.0,9.0,8.0,8.0,0,8.0
5028,0,23.0,4.0,13.0,7.0,7.0,8.0,7.0,10.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,8.0,0,8.0
5029,0,23.0,4.0,13.0,8.0,8.0,10.0,8.0,10.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,1,9.0
5030,0,23.0,4.0,13.0,6.0,10.0,10.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,7.0,0,7.0
5031,0,23.0,4.0,13.0,2.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,1,7.0
5033,0,23.0,4.0,13.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,9.0,7.0,7.0,5.0,3.0,0,5.0
5034,0,23.0,4.0,13.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,8.0,7.0,7.0,7.0,4.0,5.0,1,8.0
5036,0,23.0,4.0,13.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,9.0,8.0,8.0,8.0,0,8.0
5037,0,23.0,4.0,13.0,6.0,10.0,9.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,0,6.0
5038,0,23.0,4.0,13.0,10.0,9.0,9.0,8.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0,5.0,3.0,0,5.0
5039,0,23.0,4.0,13.0,8.0,8.0,10.0,7.0,10.0,6.0,5.0,8.0,9.0,7.0,7.0,7.0,7.0,0,7.0
5040,0,23.0,4.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,8.0,8.0,8.0,8.0,7.0,6.0,0,5.0
5041,0,23.0,4.0,13.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,10.0,4.0,0,6.0
5045,0,33.0,3.0,9.0,5.0,6.0,7.0,6.0,7.0,0.0,5.0,6.0,7.0,7.0,9.0,8.0,7.0,0,6.0
5051,0,33.0,3.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,4.0,3.0,3.0,0,3.0
5060,0,32.0,2.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,8.0,9.0,8.0,1,10.0
5061,0,32.0,2.0,10.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1,7.0
5062,0,32.0,2.0,10.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,4.0,0,5.0
5063,0,32.0,2.0,10.0,5.0,8.0,7.0,6.0,7.0,5.0,7.0,3.0,9.0,8.0,6.0,8.0,6.0,0,4.0
5066,0,32.0,2.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,3.0,6.0,6.0,4.0,6.0,9.0,0,4.0
5069,0,32.0,2.0,10.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,3.0,6.0,7.0,2.0,6.0,1.0,0,3.0
5075,0,32.0,2.0,10.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,5.0,9.0,7.0,5.0,9.0,4.0,0,4.0
5078,0,26.0,3.0,13.0,6.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,0,8.0
5079,0,26.0,3.0,13.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,0,8.0
5080,0,26.0,3.0,13.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,8.0,5.0,0,6.0
5081,0,26.0,3.0,13.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0,10.0,8.0,9.0,1,8.0
5082,0,26.0,3.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,0,7.0
5083,0,26.0,3.0,13.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,1,8.0
5084,0,26.0,3.0,13.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,0,5.0
5085,0,26.0,3.0,13.0,6.0,7.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,0,6.5
5086,0,26.0,3.0,13.0,6.0,6.0,7.0,9.0,8.0,9.0,7.0,10.0,8.0,9.0,10.0,9.0,6.0,1,8.0
5087,0,26.0,3.0,13.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0,6.0,6.0,8.0,5.0,7.0,6.0,0,5.0
5088,0,26.0,3.0,13.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,7.0,3.0,7.0,5.0,0,5.0
5090,0,26.0,3.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,10.0,9.0,9.0,0,7.0
5092,0,26.0,3.0,13.0,8.0,6.0,6.0,6.0,6.0,9.0,8.0,3.0,5.0,7.0,5.0,7.0,5.0,0,5.0
5093,0,26.0,3.0,13.0,6.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0,7.0,7.0,7.0,7.0,0,7.0
5094,0,26.0,3.0,13.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,1,7.0
5095,0,26.0,3.0,13.0,5.0,6.0,6.0,6.0,8.0,3.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,0,7.0
5097,0,24.0,2.0,10.0,6.0,10.0,10.0,8.0,8.0,3.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,0,7.0
5098,0,24.0,2.0,10.0,4.0,10.0,10.0,6.0,10.0,1.0,4.0,5.0,8.0,7.0,7.0,6.0,7.0,0,7.0
5099,0,24.0,2.0,10.0,6.0,8.0,8.0,10.0,9.0,6.0,8.0,7.0,9.0,9.0,9.0,9.0,7.0,1,7.0
5100,0,24.0,2.0,10.0,10.0,9.0,9.0,7.0,9.0,7.0,7.0,3.0,8.0,6.0,6.0,5.0,2.0,0,5.0
5101,0,24.0,2.0,10.0,9.0,10.0,10.0,6.0,9.0,8.0,9.0,6.0,6.0,6.0,5.0,5.0,5.0,1,7.0
5102,0,24.0,2.0,10.0,7.0,10.0,9.0,5.0,8.0,4.0,4.0,7.0,7.0,7.0,8.0,6.0,5.0,0,7.0
5103,0,24.0,2.0,10.0,8.0,10.0,9.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,1,7.0
5104,0,24.0,2.0,10.0,7.0,10.0,8.0,10.0,6.0,5.0,7.0,10.0,8.0,10.0,8.0,8.0,8.0,1,9.0
5105,0,24.0,2.0,10.0,10.0,9.0,10.0,8.0,8.0,5.0,10.0,5.0,10.0,10.0,8.0,10.0,7.0,0,6.0
5106,0,24.0,2.0,10.0,8.0,10.0,8.0,7.0,7.0,6.0,6.0,4.0,8.0,7.0,4.0,5.0,5.0,0,5.0
5107,0,24.0,2.0,10.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,0,6.0
5108,0,24.0,2.0,10.0,10.0,9.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,9.0,10.0,6.0,6.0,0,7.0
5109,0,24.0,2.0,10.0,5.0,10.0,9.0,6.0,10.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,0,5.0
5110,0,24.0,2.0,10.0,10.0,8.0,9.0,9.0,8.0,6.0,9.0,3.0,7.0,6.0,5.0,4.0,3.0,0,4.0
5112,0,24.0,2.0,10.0,5.0,10.0,8.0,5.0,10.0,5.0,5.0,5.0,8.0,9.0,8.0,9.0,5.0,0,4.0
5113,0,24.0,2.0,10.0,8.0,9.0,10.0,6.0,10.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,5.0,0,7.0
5132,0,26.0,1.0,9.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,9.0,7.0,4.0,3.0,1.0,0,5.0
5134,0,26.0,1.0,9.0,6.0,10.0,9.0,7.0,6.0,5.0,6.0,2.0,4.0,4.0,3.0,2.0,1.0,0,3.0
5135,0,26.0,1.0,9.0,7.0,10.0,9.0,7.0,7.0,5.0,7.0,3.0,8.0,6.0,5.0,8.0,5.0,0,3.0
5137,0,26.0,1.0,9.0,7.0,9.0,9.0,5.0,7.0,5.0,6.0,2.0,6.0,7.0,5.0,6.0,4.0,0,6.0
5140,0,26.0,1.0,9.0,7.0,10.0,9.0,10.0,9.0,5.0,8.0,4.0,4.0,5.0,4.0,4.0,3.0,0,5.0
5141,0,26.0,1.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,10.0,6.0,6.0,7.0,2.0,0,4.0
5142,0,26.0,1.0,9.0,8.0,10.0,9.0,9.0,8.0,5.0,8.0,2.0,8.0,8.0,6.0,6.0,5.0,0,4.0
5143,0,26.0,1.0,9.0,7.0,9.0,8.0,9.0,7.0,3.0,7.0,2.0,6.0,7.0,4.0,4.0,1.0,0,2.0
5144,0,26.0,1.0,9.0,9.0,8.0,8.0,7.0,6.0,5.0,7.0,4.0,3.0,4.0,2.0,2.0,0.0,0,2.0
5145,0,26.0,1.0,9.0,5.0,8.0,7.0,5.0,6.0,5.0,8.0,5.0,4.0,5.0,4.0,5.0,4.0,0,4.0
5146,0,26.0,1.0,9.0,8.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,0,2.0
5147,0,26.0,1.0,9.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,4.0,9.0,8.0,7.0,7.0,5.0,0,6.0
5148,0,26.0,1.0,9.0,8.0,4.0,7.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,2.0,0,3.0
5150,0,21.0,4.0,9.0,8.0,10.0,10.0,7.0,10.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,8.0,0,7.5
5151,0,21.0,4.0,9.0,7.0,6.0,7.0,6.0,7.0,3.0,4.0,5.0,8.0,7.0,6.0,6.0,6.0,0,6.0
5152,0,21.0,4.0,9.0,9.0,9.0,10.0,8.0,7.0,6.0,6.0,6.0,8.0,9.0,7.0,7.0,4.0,1,7.0
5153,0,21.0,4.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,5.0,6.0,8.0,8.0,10.0,8.0,8.0,0,7.0
5154,0,21.0,4.0,9.0,7.0,10.0,10.0,9.0,10.0,2.0,3.0,2.0,7.0,9.0,5.0,7.0,2.0,0,6.0
5155,0,21.0,4.0,9.0,9.0,10.0,10.0,8.0,8.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,0,5.0
5156,0,21.0,4.0,9.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,8.0,7.0,6.0,6.0,6.0,0,6.0
5158,0,21.0,4.0,9.0,8.0,7.0,6.0,10.0,7.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,0,5.0
5159,0,21.0,4.0,9.0,9.0,9.0,10.0,9.0,10.0,6.0,6.0,4.0,7.0,5.0,5.0,5.0,3.0,0,4.0
5160,0,21.0,4.0,9.0,10.0,9.0,9.0,8.0,8.0,5.0,5.0,3.0,8.0,7.0,6.0,7.0,5.0,0,6.0
5161,0,21.0,4.0,9.0,9.0,8.0,10.0,8.0,8.0,8.0,6.0,5.0,9.0,7.0,6.0,5.0,6.0,0,6.0
5162,0,21.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,9.0,10.0,10.0,8.0,9.0,0,7.0
5163,0,21.0,4.0,9.0,7.0,10.0,10.0,8.0,8.0,7.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,0,6.0
5164,0,21.0,4.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,6.0,3.0,6.0,6.0,5.0,5.0,3.0,0,3.0
5165,0,21.0,4.0,9.0,7.0,8.0,10.0,5.0,9.0,6.0,5.0,5.0,9.0,7.0,6.0,6.0,6.0,0,5.0
5166,0,21.0,4.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,9.0,8.0,9.0,8.0,6.0,0,5.0
5167,0,21.0,4.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0,4.0,8.0,8.0,8.0,7.0,4.0,0,8.0
5169,0,33.0,2.0,3.0,4.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,1,8.0
5171,0,33.0,2.0,3.0,5.0,6.0,8.0,7.0,8.0,6.0,5.0,9.0,8.0,9.0,8.0,9.0,6.0,0,8.0
5172,0,33.0,2.0,3.0,6.0,5.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0,5.0,6.0,4.0,0,6.0
5174,0,33.0,2.0,3.0,4.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,1,8.0
5175,0,33.0,2.0,3.0,4.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,1,6.5
5177,0,33.0,2.0,3.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0,5.0,2.0,0,2.0
5185,0,33.0,2.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,3.0,0,6.0
5186,0,31.0,2.0,10.0,4.0,9.0,9.0,4.0,9.0,6.0,8.0,10.0,10.0,10.0,9.0,8.0,8.0,0,9.0
5187,0,31.0,2.0,10.0,5.0,8.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,0,7.0
5188,0,31.0,2.0,10.0,4.0,8.0,8.0,5.0,5.0,4.0,4.0,7.0,8.0,8.0,8.0,7.0,8.0,0,8.0
5189,0,31.0,2.0,10.0,5.0,8.0,6.0,6.0,5.0,7.0,6.0,6.0,9.0,9.0,8.0,9.0,7.0,0,7.0
5190,0,31.0,2.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,7.0,9.0,6.0,6.0,7.0,6.0,8.0,0,8.0
5191,0,31.0,2.0,10.0,6.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,1,8.0
5192,0,31.0,2.0,10.0,6.0,9.0,9.0,6.0,8.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0,7.0
5193,0,31.0,2.0,10.0,6.0,10.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,1,6.5
5194,0,31.0,2.0,10.0,5.0,1.0,4.0,4.0,5.0,1.0,3.0,8.0,8.0,10.0,9.0,10.0,5.0,0,6.0
